subword,length
5,头影测量中
5,大脑后动脉
5,大脑前动脉
5,大脑中动脉
5,大肠杆菌性
5,大肠埃希菌
5,多血管损伤
5,多发性骨折
5,多内分泌腺
5,外阴阴道炎
5,外固定装置
5,外侧面皮肤
5,外侧淋巴结
5,外侧半月板
5,外侧副韧带
5,复杂撕裂伤
5,复发性脱位
5,处良性肿瘤
5,处皮下组织
5,处恶性肿瘤
5,堡沙门氏菌
5,基底细胞癌
5,型人格障碍
5,地中海贫血
5,在武装冲突
5,围产期黄疸
5,囊肿切除术
5,囊性纤维化
5,嗜酸粒细胞
5,咽鼓管鼓室
5,和血栓形成
5,和肌腱损伤
5,和或产褥期
5,呼吸道合胞
5,周期性麻痹
5,吸虫性感染
5,吸虫属感染
5,吸入性肺炎
5,含铁血黄素
5,后鼻孔闭锁
5,后交叉韧带
5,同种免疫性
5,同位素扫描
5,合成酶缺乏
5,合成大麻素
5,合成卡西酮
5,合并并发症
5,右室流出道
5,右冠状动脉
5,右侧输卵管
5,右主动脉弓
5,右上腔静脉
5,口咽原发性
5,变应性鼻炎
5,发育不良型
5,发育不良伴
5,双相型障碍
5,双极Ⅰ障碍
5,双侧输卵管
5,及皮下组织
5,原因引起的
5,原发部位的
5,原发性腺癌
5,原发性恶性
5,原发性口咽
5,原发性下咽
5,压缩性骨折
5,单纯疱疹性
5,单纯撕裂伤
5,十二指肠球
5,十二指肠炎
5,区良性肿瘤
5,区皮肤结构
5,区皮下组织
5,劳损或扭伤
5,动静脉畸形
5,动静脉内瘘
5,动脉结扎术
5,动脉瘤破裂
5,动脉干瓣膜
5,加害的背景
5,功能障碍的
5,功能减退症
5,副神经节瘤
5,副流感病毒
5,副交感纤维
5,副交感神经
5,前臂水平的
5,前交叉韧带
5,利什曼原虫
5,创伤性脱位
5,创伤性破裂
5,创伤性切断
5,切除术单侧
5,切开探查术
5,切开引流术
5,切开复位术
5,切开取石术
5,分娩过程中
5,分娩相关的
5,出血止血术
5,凝固酶阴性
5,冠状静脉窦
5,冠状动脉瘘
5,冠状动脉和
5,内膜切除术
5,内异物去除
5,内分泌疾病
5,内侧面皮肤
5,内侧半月板
5,内侧副韧带
5,其他部位的
5,其他特指的
5,其他修补术
5,兴奋剂包括
5,关节面结构
5,关节融合术
5,关节的肌肉
5,关节囊结构
5,关节半脱位
5,共同房室瓣
5,全部切除术
5,全椎间韧带
5,免疫球蛋白
5,克沙门氏菌
5,先天性畸形
5,先天性狭窄
5,先天性梅毒
5,先天性心脏
5,先天性异常
5,先天性异位
5,充血性心衰
5,假性动脉瘤
5,假单胞菌性
5,假单胞杆菌
5,假体置入术
5,促性腺激素
5,伴抑制剂的
5,伴急性器官
5,伴伤口污染
5,伴产前异常
5,伯克霍尔德
5,传染性软疣
5,传染性疾病
5,人工二尖瓣
5,人免疫缺陷
5,产生的影响
5,产后并发症
5,产伤所致的
5,产伤引起的
5,交替单胞菌
5,交感神经节
5,二氏综合征
5,乳糖酶缺乏
5,乳糖不耐症
5,乳房重建术
5,乳头状腺癌
5,主动脉缩窄
5,主动脉窦瘤
5,主动脉瓣膜
5,主动脉瓣下
5,主动脉狭窄
5,主动脉憩室
5,中性粒细胞
5,中性白细胞
5,中叶支气管
5,中三分之一
5,不确定行为
5,不完全骨化
5,不伴有异物
5,不伴并发症
5,不伴内固定
5,下颌中切牙
5,下叶支气管
5,下三分之一
5,上肢浅静脉
5,上皮内肿瘤
5,上皮内瘤变
5,上叶支气管
5,上三分之一
5,三尖瓣瓣膜
5,三分之一处
4,鼻根点至
4,鼻根点到
4,鼻咽后壁
4,鼻咽前壁
4,鼻咽侧壁
4,鼻咽上壁
4,鼻内镜下
4,黑色素瘤
4,黄单胞菌
4,鳞状细胞
4,高钙血症
4,高血糖症
4,高血压性
4,高脂血症
4,高胰岛素
4,髓质坏死
4,髌股关节
4,髋或大腿
4,髂总动脉
4,髂外动脉
4,髂内动脉
4,骶髂关节
4,骶椎椎体
4,骨髓结构
4,骨髓增生
4,骨骺分离
4,骨间韧带
4,骨间背侧
4,骨软骨病
4,骨软骨炎
4,骨质疏松
4,骨折骨术
4,骨折脱位
4,骨成形术
4,骨半规管
4,骨化中心
4,骨化不足
4,骨关节炎
4,食物中毒
4,颈髓损伤
4,颈神经根
4,颈椎间盘
4,颈椎间孔
4,颈总动脉
4,颈外静脉
4,颈外动脉
4,颈动脉窦
4,颈动脉体
4,颈内静脉
4,颈内动脉
4,颅骨穹窿
4,颅缝早闭
4,颅内血管
4,颅内损伤
4,颅内动脉
4,颅内出血
4,顿沙门菌
4,韧带结构
4,韧带整体
4,韧带扭伤
4,革兰阴性
4,非风湿性
4,非细菌性
4,非特异性
4,非感染性
4,非外伤性
4,非化脓性
4,非创伤性
4,非典型性
4,非二尖瓣
4,非三尖瓣
4,静脉结构
4,静脉曲张
4,静脉损伤
4,静脉导管
4,青少年型
4,霍乱弧菌
4,隐股静脉
4,隐球菌病
4,隐孢子虫
4,降主动脉
4,陆地运输
4,陆地交通
4,阿米巴病
4,阴道后壁
4,阴道前壁
4,防护措施
4,间隙结构
4,间隔缺损
4,间质肿瘤
4,间质组织
4,间质性肺
4,间关节面
4,间关节囊
4,闭锁不全
4,闭合骨折
4,闭合复位
4,闭合不全
4,镰状细胞
4,镜检查术
4,镇静催眠
4,链球菌性
4,酶缺乏症
4,酰基辅酶
4,酯酶缺乏
4,酒精中毒
4,部皮肤和
4,部原位癌
4,部分缓解
4,部分离断
4,部分皮肤
4,部位皮肤
4,遗传性非
4,造血器官
4,造影检查
4,造口导管
4,通过胎盘
4,通入腹腔
4,迷走神经
4,连接部分
4,连接部位
4,远节趾骨
4,远节指骨
4,远端骨骺
4,远端趾骨
4,远端指骨
4,远侧趾骨
4,进行加害
4,近节趾骨
4,近节指骨
4,近端部分
4,近端趾骨
4,近端指骨
4,运动障碍
4,过敏反应
4,输卵管炎
4,辅助装置
4,软骨钙质
4,软骨肉瘤
4,软骨结合
4,轮状病毒
4,转运障碍
4,身材矮小
4,躁狂发作
4,踝和或足
4,距下关节
4,跖趾关节
4,趾骨结构
4,趾间关节
4,足部第趾
4,足舟状骨
4,足底韧带
4,超敏反应
4,超声检查
4,赘生物致
4,谷胱甘肽
4,诺卡氏菌
4,解酶缺乏
4,解剖结构
4,角膜溃疡
4,视网膜病
4,视网膜炎
4,装置去除
4,被动范围
4,表面结构
4,表面皮肤
4,表面异物
4,表面区域
4,表皮样癌
4,表皮松解
4,表浅损伤
4,表浅异物
4,衣原体性
4,行为障碍
4,血综合征
4,血红蛋白
4,血管结构
4,血管病变
4,血管疾病
4,血管畸形
4,血管环伴
4,血管损伤
4,血管扩张
4,血管异常
4,血管受损
4,血栓栓塞
4,血栓形成
4,血型不合
4,血吸虫病
4,蜂窝织炎
4,蛛网膜下
4,蛋白缺陷
4,蛋白缺乏
4,虫性感染
4,虫属感染
4,蓝巩膜和
4,葡萄膜炎
4,葡萄球菌
4,营养障碍
4,营养缺乏
4,营养不良
4,菌性感染
4,菌引起的
4,药物药剂
4,药物洗脱
4,药物所致
4,药物性或
4,药物包括
4,芽胞杆菌
4,芽生菌病
4,芽孢杆菌
4,节律障碍
4,艾美球虫
4,色素沉着
4,良性肿瘤
4,舌扁桃体
4,舌咽神经
4,舌交界区
4,舌下神经
4,致新生儿
4,自身免疫
4,自体血管
4,自主神经
4,臂丛神经
4,膜下出血
4,膀胱镜下
4,腺纤维瘤
4,腺病毒性
4,腹部下背
4,腹膜透析
4,腹膜后腔
4,腹腔镜下
4,腹股沟管
4,腹股沟浅
4,腹股沟斜
4,腹股沟区
4,腹主动脉
4,腱索断裂
4,腱和腱鞘
4,腰椎间盘
4,腰椎间孔
4,腭扁桃体
4,腕掌关节
4,腋窝组织
4,脱硫弧菌
4,脓毒血症
4,脑膜脑炎
4,脑炎病毒
4,脑室出血
4,脊髓脊膜
4,脊髓白质
4,脊髓灰质
4,脊髓损伤
4,脊髓小脑
4,脊髓后角
4,脊髓中央
4,脊神经根
4,脊柱后凸
4,脊柱关节
4,脊柱侧凸
4,脉络膜炎
4,脂酶缺乏
4,脂肪肉瘤
4,脂肪栓塞
4,胸髓损伤
4,胸锁关节
4,胸锁乳突
4,胸膜壁层
4,胸腔镜下
4,胸腔积液
4,胸神经根
4,胸椎骨折
4,胸椎间盘
4,胸椎间孔
4,胸椎横突
4,胸椎椎板
4,胸椎椎体
4,胸椎棘突
4,胸椎弓根
4,胸回旋肌
4,胸内动脉
4,胸主动脉
4,胰腺导管
4,胰腺囊肿
4,胰尾损伤
4,胰头损伤
4,胰体损伤
4,胫骨远端
4,胫骨近端
4,胫骨腓骨
4,胫后动脉
4,胫前动脉
4,胎盆不称
4,胎儿生长
4,胎儿水肿
4,胎儿心脏
4,胎儿宫内
4,胎儿室上
4,背面皮肤
4,背部皮肤
4,背侧韧带
4,背侧皮肤
4,胆管结石
4,胆管系统
4,胆汁郁积
4,胆汁淤积
4,胆囊结石
4,胆囊损伤
4,肿瘤恶性
4,肾脏疾病
4,肾综合征
4,肾盂肾炎
4,肾上腺素
4,肽酶缺乏
4,肺纤维化
4,肺炎球菌
4,肺大静脉
4,肺原发性
4,肺动脉瓣
4,肺动脉干
4,肱骨远端
4,肱骨近端
4,肱二头肌
4,肱三头肌
4,肩锁关节
4,肩胛间区
4,肩或上臂
4,股骨远端
4,股骨近端
4,股骨粗隆
4,股总动脉
4,股四头肌
4,肠道感染
4,肠道亚种
4,肠系膜下
4,肠病毒性
4,肠出血性
4,肝脏疾病
4,肝脏星状
4,肝胸膜瘘
4,肝纤维化
4,肝移植术
4,肝撕裂伤
4,肝外胆管
4,肝内胆管
4,肛门直肠
4,肌腱腱鞘
4,肌腱结构
4,肌腱植入
4,肌腱断裂
4,肌腱损伤
4,肌腱下囊
4,肌肉骨骼
4,肌肉萎缩
4,肌肉肿瘤
4,肌肉结构
4,肌的神经
4,肋骨骨折
4,肋骨软骨
4,肋骨结节
4,肋骨头部
4,肋骨头嵴
4,肋骨体部
4,肋骨下缘
4,肋间神经
4,肋软骨部
4,肋软骨区
4,肋肋结节
4,肋结节非
4,肉芽肿病
4,肉芽肿性
4,肉毒杆菌
4,肉孢子虫
4,联合结构
4,耻骨联合
4,耳鼻喉科
4,而引起的
4,翼状胬肉
4,羊膜腔内
4,羊水栓塞
4,网状青斑
4,综合征型
4,综合征伴
4,绦虫感染
4,结肠造口
4,结缔组织
4,结构不良
4,结合部分
4,结合部位
4,经腹腔镜
4,经胸腔镜
4,经皮肾镜
4,经内窥镜
4,经关节镜
4,终止妊娠
4,细菌感染
4,细胞色素
4,细胞腺癌
4,细胞腺瘤
4,细胞肿瘤
4,细胞增生
4,细粒棘球
4,细支气管
4,组织胞浆
4,组织肿瘤
4,组织结构
4,组织细胞
4,组织增生
4,线虫感染
4,纤维软骨
4,纤维蛋白
4,纤维瘤病
4,纤维变性
4,红斑狼疮
4,累及肌腱
4,累及皮肤
4,系统结构
4,系统疾病
4,糖尿病性
4,精神障碍
4,精神病性
4,精神活性
4,精神分裂
4,粥样硬化
4,粘膜结构
4,粘膜皮肤
4,粘膜整体
4,粘膜下层
4,类风湿性
4,筋膜结构
4,第颅神经
4,第脑神经
4,第四颈椎
4,第四跖骨
4,第四腰椎
4,第四脑室
4,第四掌骨
4,第六颈椎
4,第五颈椎
4,第五跖骨
4,第五腰椎
4,第五掌骨
4,第二颈椎
4,第二跖骨
4,第二腰椎
4,第二磨牙
4,第二掌骨
4,第三颈椎
4,第三跖骨
4,第三腰椎
4,第三脚趾
4,第三脑室
4,第三磨牙
4,第三楔骨
4,第三掌骨
4,第七颈椎
4,第一颈椎
4,第一跖骨
4,第一腰椎
4,第一胸椎
4,第一磨牙
4,第一掌骨
4,立克次体
4,立体定向
4,穿刺活检
4,空气栓塞
4,移植血管
4,移植物的
4,移植失败
4,神经胶质
4,神经肌肉
4,神经结构
4,神经纤维
4,神经系统
4,神经皮节
4,神经病变
4,神经源性
4,神经根病
4,神经支配
4,神经损伤
4,磷酸核糖
4,磷酸化酶
4,磨损和或
4,碳青霉烯
4,碳酸血症
4,硬膜外隙
4,硬膜下腔
4,硬脑膜下
4,睾丸鞘膜
4,睡眠障碍
4,睡眠觉醒
4,睡眠相关
4,眼用制剂
4,眼球震颤
4,眶复合体
4,真菌感染
4,相关疾病
4,相关感染
4,直肠阴道
4,直肠膀胱
4,盐单胞菌
4,盆腔静脉
4,盆腔腹膜
4,盆腔感染
4,盆腔器官
4,皮质激素
4,皮肤结构
4,皮肤粘膜
4,皮肤松弛
4,皮肤感染
4,皮肤和或
4,皮下脂肪
4,皮下组织
4,的遗传性
4,的症状或
4,的并发症
4,的关节面
4,的先天性
4,的修复术
4,的一部分
4,白质脑病
4,癫痫发作
4,癌根治术
4,瘤切除术
4,瘘闭合术
4,瘘切除术
4,瘘修补术
4,痛风结节
4,病毒所致
4,病毒感染
4,病损激光
4,疱疹病毒
4,疤痕切除
4,疝修补术
4,疏螺旋体
4,男性乳腺
4,男性乳房
4,甲状软骨
4,甲状舌骨
4,甲状腺肿
4,甲状腺素
4,甲状腺炎
4,甲状旁腺
4,甲氧西林
4,甲基杆菌
4,甲基丙二
4,生长激素
4,生长因子
4,生物制品
4,生殖系统
4,生殖器官
4,瓣下狭窄
4,球孢子菌
4,球囊扩张
4,环状软骨
4,状鱼鳞病
4,特综合征
4,特沙门菌
4,特殊筛查
4,物取出术
4,焦虑障碍
4,焦痂切除
4,激酶缺乏
4,激素分泌
4,澳大利亚
4,深屈肌腱
4,淋病奈瑟
4,淋球菌性
4,淋巴结群
4,淋巴结组
4,淋巴结炎
4,淋巴细胞
4,淋巴系统
4,淋巴管炎
4,淋巴水肿
4,淀粉样变
4,消化系统
4,消化器官
4,涂片检查
4,浅静脉炎
4,浅表损伤
4,浅屈肌腱
4,流感病毒
4,流产并发
4,流产失败
4,活动范围
4,活产婴儿
4,注意缺陷
4,注射治疗
4,泌尿系统
4,泌尿生殖
4,沙门菌属
4,沙门菌Ⅱ
4,沙门氏菌
4,沙门杆菌
4,沙氏杆菌
4,水平异常
4,氨酸血症
4,氧酶缺乏
4,气管食管
4,气性坏疽
4,气单胞菌
4,氏菌感染
4,氏综合征
4,毛细血管
4,毛癣菌性
4,母细胞瘤
4,母细胞性
4,段支气管
4,段抬高型
4,段切除术
4,武装冲突
4,正中神经
4,横突间肌
4,椎间韧带
4,椎间关节
4,椎弓结构
4,棘阿米巴
4,棘间韧带
4,棘突间肌
4,棘上韧带
4,棒状杆菌
4,梭形细胞
4,梨状隐窝
4,桡腕关节
4,核素扫描
4,核糖核酸
4,柱状上皮
4,杓状软骨
4,杓状会厌
4,杆菌感染
4,机能障碍
4,机能减退
4,机能亢进
4,机能不全
4,术后并发
4,末节指骨
4,未知或未
4,未特指的
4,未分化癌
4,朗格汉斯
4,有害效应
4,月骨周围
4,最近发作
4,曼彻斯特
4,曲霉菌病
4,智力障碍
4,智力残疾
4,智力低下
4,显微镜下
4,无症状性
4,无毒昆虫
4,无并发症
4,无名静脉
4,无名动脉
4,旁淋巴结
4,新生血管
4,新生儿高
4,斯综合征
4,斯沙门菌
4,斑疹伤寒
4,整体结构
4,整个骶尾
4,整个骨盆
4,整个食指
4,整个颈部
4,整个颈椎
4,整个附睾
4,整个阴部
4,整个阴道
4,整个阴蒂
4,整个阴茎
4,整个躯干
4,整个足部
4,整个足趾
4,整个足底
4,整个药指
4,整个膈肌
4,整个膀胱
4,整个腰骶
4,整个腰椎
4,整个腓骨
4,整个脑桥
4,整个脊髓
4,整个脊椎
4,整个胸骨
4,整个胸部
4,整个胸段
4,整个胸廓
4,整个胸区
4,整个胚胎
4,整个胎盘
4,整个胎儿
4,整个肱骨
4,整个肩胛
4,整个股骨
4,整个结肠
4,整个第趾
4,整个第指
4,整个第四
4,整个第十
4,整个第六
4,整个第八
4,整个第五
4,整个第二
4,整个第九
4,整个第三
4,整个第七
4,整个第一
4,整个睾丸
4,整个直肠
4,整个皮肤
4,整个环指
4,整个气管
4,整个桡骨
4,整个拇指
4,整个手部
4,整个手指
4,整个心脏
4,整个左肺
4,整个左侧
4,整个尿道
4,整个尺骨
4,整个小趾
4,整个小腿
4,整个小脑
4,整个小指
4,整个宫颈
4,整个子宫
4,整个大趾
4,整个大腿
4,整个大脑
4,整个外阴
4,整个外侧
4,整个坐骨
4,整个右肺
4,整个右侧
4,整个卵巢
4,整个前臂
4,整个前庭
4,整个内侧
4,整个会阴
4,整个乳房
4,整个中指
4,整个丘脑
4,整个下颌
4,整个下肢
4,整个上颌
4,整个上臂
4,整个上肢
4,敏感试验
4,故意自害
4,放线菌病
4,放线菌性
4,放线杆菌
4,放射治疗
4,支配神经
4,支流结构
4,支气管肺
4,支气管炎
4,支持结构
4,支持细胞
4,擦伤烧伤
4,擦伤挫伤
4,推拿治疗
4,接合部位
4,排斥反应
4,掌指关节
4,掌关节面
4,掌侧韧带
4,损伤事件
4,损伤不伴
4,指骨骨骺
4,指间皮肤
4,指间关节
4,指节骨骺
4,指伸肌腱
4,拇指指骨
4,抽动障碍
4,抗感染药
4,抑郁障碍
4,抑郁发作
4,抑制剂的
4,手部肌腱
4,手足搐搦
4,手术所致
4,手术并发
4,扁桃体窝
4,扁桃体炎
4,扁桃体柱
4,所致胎儿
4,所致疾病
4,所致感染
4,所致体癣
4,房室连接
4,或移植物
4,或破坏术
4,或新生儿
4,或产褥期
4,或三尖瓣
4,成骨不全
4,成形术伴
4,慢性阻塞
4,慢性痛风
4,慢性疼痛
4,慢性溃疡
4,慢性呼吸
4,感觉神经
4,感觉异常
4,意识丧失
4,惊恐发作
4,情感障碍
4,恶性肿瘤
4,恒前磨牙
4,恐怖发作
4,性高血压
4,性骨软骨
4,性骨坏死
4,性酸中毒
4,性血管炎
4,性蛋白尿
4,性脑膜炎
4,性脑白质
4,性肺疾病
4,性肺气肿
4,性肝硬变
4,性肝硬化
4,性肌萎缩
4,性糖尿病
4,性精神病
4,性皮肤病
4,性心脏病
4,性心肌病
4,性心肌炎
4,性心包炎
4,性关节病
4,性关节炎
4,性偏头痛
4,性佝偻病
4,性低血压
4,急性发作
4,急性加重
4,念珠菌病
4,念珠菌性
4,志贺氏菌
4,心脏骤停
4,心脏血管
4,心脏疾病
4,心脏瓣膜
4,心脏杂音
4,心脏复律
4,心脏停搏
4,心肌缺血
4,心肌梗死
4,心肌梗塞
4,心律失常
4,心境障碍
4,心包积血
4,心动过速
4,心力衰竭
4,心内膜炎
4,心内膜垫
4,微观结构
4,循环系统
4,影响母体
4,影响孕妇
4,形状异常
4,弹力纤维
4,弯曲杆菌
4,弓状韧带
4,弓形虫病
4,弓形体病
4,异常起源
4,异常融合
4,异常所见
4,异位妊娠
4,开放性伤
4,广场恐怖
4,幼虫移行
4,并发症的
4,并发感染
4,平滑肌瘤
4,常染色体
4,带蒂皮瓣
4,带状疱疹
4,希瓦氏菌
4,布鲁氏菌
4,巴斯德菌
4,巴尔通体
4,巨细胞瘤
4,巨大胎儿
4,左输卵管
4,左肺动脉
4,左肺下叶
4,左肺上叶
4,左房室瓣
4,左前降支
4,屈肌腱鞘
4,屈肌肌腱
4,屈曲畸形
4,局限性骨
4,局部复发
4,尿酸血症
4,尿道瓣膜
4,尿道狭窄
4,尿道下裂
4,尿路感染
4,尺桡关节
4,尔综合征
4,尔沙门菌
4,小隐静脉
4,小腿水平
4,小脑皮质
4,小孢子菌
4,小头畸形
4,小多角骨
4,小单孢菌
4,对呼吸的
4,寰枢关节
4,密螺旋体
4,寄生虫病
4,家族性高
4,宫腔镜下
4,宫内避孕
4,宫内生长
4,完全缓解
4,完全离断
4,完全撕裂
4,孢子虫病
4,孢子菌病
4,子宫韧带
4,子宫收缩
4,子宫内膜
4,委内瑞拉
4,妊娠合并
4,妊娠分娩
4,妄想障碍
4,女性尿道
4,女性乳腺
4,女性乳房
4,夹层形成
4,头臂动脉
4,头肌肌腱
4,头影测量
4,头和颈部
4,大隐静脉
4,大脑半球
4,大脑动脉
4,大肠艾希
4,大肠杆菌
4,大肠埃希
4,大多角骨
4,大便失禁
4,多神经病
4,多动脉炎
4,多关节炎
4,外阴阴道
4,外耳道炎
4,外科手术
4,外生骨疣
4,外生殖器
4,外固定架
4,外固定术
4,外周神经
4,外分泌性
4,外侧韧带
4,外侧皮肤
4,外侧动脉
4,外下象限
4,外上象限
4,塞内加尔
4,堡沙门菌
4,基底动脉
4,型青光眼
4,型糖尿病
4,型心肌病
4,型先天性
4,型偏头痛
4,垂体腺瘤
4,坐骨结节
4,土拉菌病
4,圆线虫病
4,固有肌层
4,嗜酸细胞
4,嗜血杆菌
4,嗜冷杆菌
4,喉气管炎
4,品行障碍
4,和阔韧带
4,和或肌腱
4,和或挫伤
4,和产褥期
4,呼吸衰竭
4,呼吸系统
4,呼吸窘迫
4,呼吸暂停
4,呼吸困难
4,呼吸器官
4,周围血管
4,周围组织
4,周围神经
4,周围皮肤
4,吸虫感染
4,吸收障碍
4,吸收不良
4,向半脱位
4,后角损伤
4,后综合征
4,后纵韧带
4,后外侧支
4,同种异体
4,同种免疫
4,合酶缺乏
4,合法流产
4,合并感染
4,合并急性
4,叶支气管
4,右输卵管
4,右肺动脉
4,右肺中叶
4,右肺下叶
4,右肺上叶
4,右房室瓣
4,口腔黏膜
4,口腔粘膜
4,口咽后壁
4,口咽侧壁
4,变态反应
4,变形杆菌
4,受害者的
4,发育障碍
4,发育迟缓
4,发育迟滞
4,发育畸形
4,发育异常
4,发育不良
4,发育不全
4,双输卵管
4,双歧杆菌
4,双极情感
4,及阔韧带
4,原虫感染
4,原生动物
4,原发性肺
4,危险因素
4,单胞菌属
4,单纯疱疹
4,单次发作
4,单核细胞
4,半脱位伴
4,升主动脉
4,十字韧带
4,十二指肠
4,医疗保健
4,区域皮肤
4,化酶缺乏
4,化学烟尘
4,包皮系带
4,动静脉瘘
4,动脉韧带
4,动脉闭塞
4,动脉结构
4,动脉硬化
4,动脉栓塞
4,动脉损伤
4,动脉导管
4,动脉分支
4,动眼神经
4,功能障碍
4,功能重建
4,功能衰竭
4,功能紊乱
4,功能检查
4,功能异常
4,功能失调
4,功能减退
4,功能低下
4,功能亢进
4,功能不良
4,功能不全
4,副神经节
4,剖宫产术
4,前角损伤
4,前臂水平
4,前纵韧带
4,前淋巴结
4,前列腺炎
4,利什曼病
4,切除术后
4,切除术伴
4,切开复位
4,切开去除
4,分裂情感
4,分枝菌病
4,分枝杆菌
4,分支结构
4,分支杆菌
4,分娩期间
4,分娩并发
4,出生窒息
4,出生体重
4,凝血因子
4,冠状血管
4,冠状病毒
4,冠状动脉
4,军团杆菌
4,再融合术
4,内阿米巴
4,内镜下胃
4,内窥镜下
4,内固定术
4,内分泌腺
4,内侧韧带
4,内侧皮肤
4,内侧动脉
4,内下象限
4,内上象限
4,其他部位
4,其他特指
4,其他方面
4,其他手术
4,关闭不全
4,关节韧带
4,关节镜下
4,关节部分
4,关节软骨
4,关节脱位
4,关节结构
4,关节积液
4,关节病理
4,关节滑膜
4,关节挛缩
4,关节强直
4,关节小面
4,共济失调
4,八叠球菌
4,全椎间孔
4,全椎弓根
4,全层皮肤
4,全切除术
4,免疫缺陷
4,免疫系统
4,克沙门菌
4,先露异常
4,先天畸形
4,先天性肺
4,先天性无
4,先兆子痫
4,充血性心
4,假单胞菌
4,假丝酵母
4,修补术伴
4,修正术含
4,侧支动脉
4,侧副韧带
4,依法处置
4,供血不足
4,使用所致
4,佩吉特病
4,低镁血症
4,低钾血症
4,低钠血症
4,低钙血症
4,低血糖症
4,低磷酸盐
4,伸肌腱鞘
4,伸肌肌腱
4,伴脑积水
4,伴有船只
4,伴有感染
4,伴有异物
4,伴并发症
4,伴发感染
4,伴内固定
4,传导阻滞
4,会阴直肠
4,会厌喉面
4,代谢障碍
4,代谢紊乱
4,代谢病症
4,代谢异常
4,人造血管
4,人格障碍
4,人工造口
4,人工血管
4,人工流产
4,产气荚膜
4,产前筛查
4,产前异常
4,产伤所致
4,交通动脉
4,交通事故
4,交界恶性
4,交感纤维
4,交感神经
4,交叉韧带
4,亚利桑那
4,二氧化碳
4,二期梅毒
4,二尖瓣膜
4,二三尖瓣
4,事件伤及
4,乳房皮肤
4,乳头状癌
4,乳头状瘤
4,乳头感染
4,乳内动脉
4,乙状结肠
4,乙型肝炎
4,主要用于
4,主肺动脉
4,主支气管
4,主动脉窦
4,主动脉瘤
4,主动脉瓣
4,主动脉旁
4,主动脉弓
4,主动脉和
4,主动脉体
4,为肾透析
4,临床所见
4,中节趾骨
4,中节指骨
4,中毒性肝
4,中止妊娠
4,中央损伤
4,严重急性
4,丝虫感染
4,丙酸杆菌
4,丙型肝炎
4,与阔韧带
4,不确定的
4,不明肿瘤
4,不完全性
4,不动杆菌
4,不伴感染
4,下颌连线
4,下颌神经
4,下腔静脉
4,下肢静脉
4,下肢长骨
4,下肢动脉
4,下淋巴结
4,下泌尿道
4,下外象限
4,下呼吸道
4,下内象限
4,下关节突
4,上腹部疝
4,上腔静脉
4,上肢静脉
4,上肢血管
4,上肢动脉
4,上睑下垂
4,上皮肿瘤
4,上皮内瘤
4,上淋巴结
4,上外象限
4,上唇上颌
4,上呼吸道
4,上内象限
4,上关节突
4,三叉神经
4,三分之一
4,万古霉素
3,龟头炎
3,齿槽窝
3,鼻软骨
3,鼻窦炎
3,鼻泪管
3,鼻根至
3,鼻根点
3,鼻根到
3,鼻咽部
3,鼻后孔
3,鼻前庭
3,鼻出血
3,鼻中隔
3,鼓膜前
3,鼓室腔
3,黑色素
3,黑素瘤
3,黏膜下
3,黏多糖
3,黄韧带
3,黄色瘤
3,黄杆菌
3,麻醉剂
3,麻痹性
3,鸟氨酸
3,鱼鳞癣
3,鱼鳞病
3,高血糖
3,高血压
3,髋关节
3,髂静脉
3,髂动脉
3,骶韧带
3,骨髓炎
3,骨骼肌
3,骨骨折
3,骨间肌
3,骨软骨
3,骨软化
3,骨膜炎
3,骨肿瘤
3,骨肉瘤
3,骨结构
3,骨组织
3,骨盆环
3,骨盆和
3,骨盆区
3,骨水泥
3,骨折伴
3,骨坏死
3,骨关节
3,马杜拉
3,马拉色
3,食管胃
3,食管炎
3,食管后
3,风湿病
3,风湿热
3,风湿性
3,颞下颌
3,颏下点
3,颌下腺
3,颈静脉
3,颈脊髓
3,颈椎体
3,颈动脉
3,颅神经
3,颅咽管
3,预防性
3,韧带的
3,鞭毛虫
3,鞘氨醇
3,革兰氏
3,面颊面
3,面结构
3,面神经
3,面皮肤
3,非角化
3,非药用
3,非手术
3,非典型
3,非交通
3,静脉窦
3,静脉炎
3,静脉丛
3,青霉菌
3,青霉素
3,青霉烯
3,青春期
3,青少年
3,青光眼
3,霍尔德
3,霍奇金
3,霉菌病
3,霉菌性
3,雅司病
3,雄激素
3,障碍伴
3,隐静脉
3,隐球菌
3,隐匿性
3,除颤器
3,限制性
3,降结肠
3,陈旧性
3,附睾炎
3,附属器
3,阿米巴
3,阿片类
3,阻滞术
3,阻塞性
3,阵发性
3,阴道炎
3,阴茎头
3,阴茎体
3,阔韧带
3,间韧带
3,间隔室
3,间质性
3,间置术
3,间皮肤
3,间皮瘤
3,间歇性
3,间断性
3,间关节
3,间交通
3,闭锁伴
3,闭塞性
3,闭合术
3,闭合性
3,门静脉
3,镰刀菌
3,镜检查
3,镇静剂
3,镇痛药
3,锥虫病
3,错构瘤
3,锁骨下
3,锁骨上
3,锁关节
3,链霉菌
3,链球菌
3,银屑病
3,钠血症
3,钙血症
3,钙化性
3,针治疗
3,金黄色
3,重建术
3,重叠性
3,醛固酮
3,醋杆菌
3,酸血症
3,酸杆菌
3,酸尿症
3,酸中毒
3,酶阴性
3,酶缺陷
3,酶缺乏
3,酶不足
3,酵母菌
3,酵母属
3,酰辅酶
3,酪氨酸
